symbol,link
KELLTONTEC,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kelltontechsolutions/VMF
KEMROCK,https://www.moneycontrol.com/india/stockpricequote/plastics/kemrockindustriesexports/KIE
KENNAMET,https://www.moneycontrol.com/india/stockpricequote/machinetools/kennametalindia/WI06
KERNEX,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/kernexmicrosystemsindia/KMI
KESARENT,https://www.moneycontrol.com/india/stockpricequote/sugar/kesarenterprises/KE01
KTIL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kesarterminalsinfrastructure/KTI04
KESORAMIND,https://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustries/KI08
KIL-RE,https://www.moneycontrol.com/india/stockpricequote/diversified/kesoramindustriesre/KIR
KKCL,https://www.moneycontrol.com/india/stockpricequote/retail/kewalkiranclothing/KKC02
KEYFINSERV,https://www.moneycontrol.com/india/stockpricequote/financegeneral/keynotefinancialservices/KCS
RUSTOMJEE,https://www.moneycontrol.com/india/stockpricequote/keystonereal/keystonerealtors/KR05
KFINTECH,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kfintechnologies/KT07
KGDENIM,https://www.moneycontrol.com/india/stockpricequote/textilesdenim/kgdenim/KGD
KHADIM,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/khadimindialimited/KIL
KHAITANLTD,https://www.moneycontrol.com/india/stockpricequote/trading/khaitanindia/KI18
KHAICHEM,https://www.moneycontrol.com/india/stockpricequote/fertilisers/khaitanchemicalsfertilizers/KCF
KHAITANELE,https://www.moneycontrol.com/india/stockpricequote/domesticappliances/khaitanelectricals/KE02
KHANDSE,https://www.moneycontrol.com/india/stockpricequote/financegeneral/khandwalasecurities/KS15
KHFM,https://www.moneycontrol.com/india/stockpricequote/khfmhospitalit/khfmhospitalityfacilitymanagementservices/KHF01
KILBUNENGG,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/kilburnengineering/KE03
KILITCH,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kilitchdrugsindia/KDI
KINETICENG,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/kineticengineering/KE
KINGFA,https://www.moneycontrol.com/india/stockpricequote/plastics/kingfasciencetechnology/HSS
KFA,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/kingfisherairlines/KA02
KIOCL,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/kiocl/KIO
KIRIINDUS,https://www.moneycontrol.com/india/stockpricequote/dyespigments/kiriindustries/KDC01
KECL,https://www.moneycontrol.com/india/stockpricequote/electricequipment/kirloskarelectricco/KEC02
KIRLOSBROS,https://www.moneycontrol.com/india/stockpricequote/pumps/kirloskarbrothers/KB02
KIRLFER,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/kirloskarferrousindustries/KFI01
KIRLOSIND,https://www.moneycontrol.com/india/stockpricequote/kirloskarind/kirloskarindustries/KOE
KBIL,https://www.moneycontrol.com/india/stockpricequote/financegeneral/kirloskarbrothersinvestments/KBI01
KIRLOSENG,https://www.moneycontrol.com/india/stockpricequote/engines/kirloskaroilengines/KOE03
KIRLPNU,https://www.moneycontrol.com/india/stockpricequote/compressors/kirloskarpneumaticcompany/KGK
KITEX,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kitexgarments/KG01
KJMCFIN,https://www.moneycontrol.com/india/stockpricequote/kjmcfinser/kjmcfinancialservices/KJM
KKVAPOW,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/kkvagropowers/KAP
KLRF,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kovilpattilakshmirollerflourmills/KLR
KMSUGAR,https://www.moneycontrol.com/india/stockpricequote/sugar/kmsugarmills/KMS
KNAGRI,https://www.moneycontrol.com/india/stockpricequote/vegetableoilsproducts/knagriresources/KAR
KNRCON,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/knrconstructions/KC13
KOHINOOR,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kohinoorfoods/KF15
KOKUYOCMLN,https://www.moneycontrol.com/india/stockpricequote/diversified/kokuyocamlin/C02
KOLTEPATIL,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/koltepatildevelopers/KD07
KOPRAN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kopran/K01
KDL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/koredigital/KD05
PHILCORP,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/korefoods/PC06
KOTAKALPHA,https://www.moneycontrol.com/india/stockpricequote/etf/kotakniftyalpha50etf/KNA
KOTAKBKETF,https://www.moneycontrol.com/india/stockpricequote/kotakbketf/kotakmahindramfkotakbankingetfdividendpo/KMM03
KOTAKIT,https://www.moneycontrol.com/india/stockpricequote/etf/kotakitetf/KIE02
KOTAKBANK,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/kotakmahindrabank/KMB
KOTAKGOLD,https://www.moneycontrol.com/india/stockpricequote/kotakmfgetf/kotakmutualfundgoldexchangetradedfund/KMF03
KOTAKNIFTY,https://www.moneycontrol.com/india/stockpricequote/kotakniftyetf/kotakmahindramutualfundniftyetf/KMM01
KOTAKNV20,https://www.moneycontrol.com/india/stockpricequote/kotaknv20etf/kotaknv20etf/KNV
KOTAKPSUBK,https://www.moneycontrol.com/india/stockpricequote/kotakpsubketf/kotakmahindramfkotakpsubanketf/KMM
KOTAKCONS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kotakcons/KOTAK10512
KOTAKLIQ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kotakliq/KOTAK13950
KOTAKLOVOL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kotaklovol/KOTAK8632
KOTAKMID50,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kotakmid50/KOTAK8077
KOTAKMNC,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kotakmnc/KOTAK10676
KOTAKSILVE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kotaksilve/KOTAK13082
KOTHARIPET,https://www.moneycontrol.com/india/stockpricequote/trading/kotharipetrochem/KP12
KOTHARIPRO,https://www.moneycontrol.com/india/stockpricequote/cigarettes/kothariproducts/KP06
KOTARISUG,https://www.moneycontrol.com/india/stockpricequote/sugar/kotharisugarschemicals/KSC
KOTYARK,https://www.moneycontrol.com/india/stockpricequote/renewables/kotyarkindustries/KI10
KOVAI,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/kovaimedicalcenterhospital/KMC02
KPIGREEN,https://www.moneycontrol.com/india/stockpricequote/kpigreen/kpigreenenergy/KPIGL54232
KPIL,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/kalpataruprojectsinternational/KPT
KPITTECH,https://www.moneycontrol.com/india/stockpricequote/kpittech/kpittechnologies/KPITT54265
KPRMILL,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/kprmill/M15
KRBL,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/krbl/KRB01
KREBSBIO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/krebsbiochemicalsindustries/KBI
KRIDHANINF,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/kridhaninfra/RSI02
KRISHANA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/krishanaphoschem/KP11
KRISHCA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/krishcastrappingsolutions/KSS02
KRISHIVAL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/krishivalfoods/EC04
KRISHNADEF,https://www.moneycontrol.com/india/stockpricequote/krishnadefence/krishnadefenceandalliedindustries/KDA
KRISNAFILA,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/krishnafilaments/KF08
KIMS,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/krishnainstitutemedicalsciences/KIo01
SHREEKRPOL,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/krishnalifestyletechnologies/KLT01
KRITI,https://www.moneycontrol.com/india/stockpricequote/plastics/kritiindustriesindia/KII
KRITINUT,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kritinutrients/KN01
KRITIKA,https://www.moneycontrol.com/india/stockpricequote/kritikawires/kritikawires/KW
KRSNAA,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/krsnaadiagnostics/KD03
KSOILS,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ksoils/KSO
KSB,https://www.moneycontrol.com/india/stockpricequote/pumps/ksb/KSB
KSE,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/kse/KSE
KSHITIJPOL,https://www.moneycontrol.com/india/stockpricequote/kshitijpolylin/kshitijpolyline/KP14
KSK,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/kskenergyventures/KEV
KSOLVES,https://www.moneycontrol.com/india/stockpricequote/software/ksolvesindia/KI09
KSERASERA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/kss/GPM
KUANTUM,https://www.moneycontrol.com/india/stockpricequote/paper/kuantumpapers/ABC07
SUZLONFIBR,https://www.moneycontrol.com/india/stockpricequote/kushindustries/kushindustries/SNS
KWALITY,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/kwality/KDI01
L&amp;TFH,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinanceholdings/LFH
LTTS,https://www.moneycontrol.com/india/stockpricequote/lttechnology/lttechnologyservices/LTS
L&amp;TFH-RE,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/ltfinanceholdingsre/LFH01
LAOPALA,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/laopalarg/LOR
LAGNAM,https://www.moneycontrol.com/india/stockpricequote/lagnamspintex/lagnamspintex/LS01
LAKSELECON,https://www.moneycontrol.com/india/stockpricequote/electricequipment/lakshmielectricalcontrolsystems/LEC
LAKSHMIEFL,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/lakshmienergyfoods/LEF
LFIC,https://www.moneycontrol.com/india/stockpricequote/financegeneral/lakshmifinanceindustrialcorporation/LFI01
LAXMIMACH,https://www.moneycontrol.com/india/stockpricequote/textilesmachinery/lakshmimachineworks/LMW
LAKSHMIMIL,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/lakshmimillscompany/LMC
LAKPRE,https://www.moneycontrol.com/india/stockpricequote/fasteners/lakshmiprecisionscrews/LPS
LAKSHVILAS,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lakshmivilasbank/LVB
LAMBODHARA,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/lambodharatextile/LT02
LANCER,https://www.moneycontrol.com/india/stockpricequote/shipping/lancercontainerslines/LCL
LITL,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/lancoinfratech/LI10
LANDMARK,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/landmarkcars/LC07
LPDC,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/landmarkpropertydevelopmentcompany/LPD
LASA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lasasupergenerics/LS06
LATENTVIEW,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/latentviewanalytics/LVA
LATTEYS,https://www.moneycontrol.com/india/stockpricequote/compressorspumps/latteysindustries/LI13
LAURUSLABS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05
LAXMICOT,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/laxmicotspin/LC03
LXCHEM,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/laxmiorganicindustries/LOI
LCCINFOTEC,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lccinfotech/LCC
LEMERITE,https://www.moneycontrol.com/india/stockpricequote/textiles/lemeriteexports/LME01
LRRPL,https://www.moneycontrol.com/india/stockpricequote/autoancillariestyresrubberproducts/leadreclaimrubberproducts/LRR
LEEL,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/leel/LEE
LEMONTREE,https://www.moneycontrol.com/india/stockpricequote/hotelresortrestaurants/lemontreehotels/LTH
LEXUS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lexusgranitoindia/LG
LGBBROSLTD,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lgbalakrishnanbrothers/LGB
LGBFORGE,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/lgbforge/LGB01
LGHL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lghl/LGHL18475
LIBAS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/libasconsumerproducts/LD03
LIBERTSHOE,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/libertyshoes/LS02
LICHSGFIN,https://www.moneycontrol.com/india/stockpricequote/financehousing/lichousingfinance/LIC
LICI,https://www.moneycontrol.com/india/stockpricequote/licindia/lifeinsurancecorporationindia/LIC09
LICNFNHGP,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/licmflicmfetfnifty100/LIC9
LICNETFN50,https://www.moneycontrol.com/india/stockpricequote/licnifty/licmfetfnifty50/LIC07
LICNETFSEN,https://www.moneycontrol.com/india/stockpricequote/licsensexetf/licmutualfundlicmfexchangetradedfundse/LIC08
LICNETFGSC,https://www.moneycontrol.com/india/stockpricequote/licmfgseclt/licmfgsecltetf/LIC06
LICMFGOLD,https://www.moneycontrol.com/india/stockpricequote/licmfgold/licmfgoldexchangetradedfund/IDB01
LIKHITHA,https://www.moneycontrol.com/india/stockpricequote/infrastructure/likhithainfrastructure/LIL03
LINC,https://www.moneycontrol.com/india/stockpricequote/linc/linc/LPP
LINCOLN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lincolnpharmaceuticals/LP06
LINDEINDIA,https://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC
LIQUID,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/liquid/LIQUI17572
LIQUIDBEES,https://www.moneycontrol.com/india/stockpricequote/liquidbees/nipponindiaetfnifty1drateliquidbees/LB
LKPMERFIN,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lkpfinance/LKP
LLOYDFIN,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lloydsfinance/LF
LLOYDS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lloydsluxuries/LL06
LLOYDSME,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/lloydsmetalsenergy/LME
LSIL,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/lloydssteelsindustries/LSI02
LML,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/lml/LML
LOKHSG,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/lokhousingconstructions/LHC
LOKESHMACH,https://www.moneycontrol.com/india/stockpricequote/machinetools/lokeshmachines/LMS
LORDSCHLO,https://www.moneycontrol.com/india/stockpricequote/chemicals/lordschloroalkali/LCA01
LAL,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/lorenziniapparels/LA01
LOTUSEYE,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/lotuseyecarehospital/LEC01
LOVABLE,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/lovablelingerie/LL04
LOYALTEX,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/loyaltextilesmills/LTM
DAAWAT,https://www.moneycontrol.com/india/stockpricequote/ltfoods/ltfoods/LTF
LTGILTBEES,https://www.moneycontrol.com/india/stockpricequote/ltgiltbees/nipponindiaetfnifty813yrgseclongtermgil/RSL06
LTIM,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ltimindtree/LI12
LUMAXAUTO,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxautomotivesystems/LAS01
LUMAXTECH,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxautotechnologies/LAT01
LUMAXIND,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxindustries/LI05
STRAUSIND,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/luminairetechnologies/SIE01
LUPIN,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L
LUXIND,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI
LYKALABS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lykalabs/LL02
LYPSAGEMS,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/lypsagemsjewellery/LGJ
MKPL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mkproteins/P09
M&amp;M,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM
M&amp;MFIN,https://www.moneycontrol.com/india/stockpricequote/mmfinancial/mahindramahindrafinancialservices/MMF04
M&amp;MFIN-RE,https://www.moneycontrol.com/india/stockpricequote/mmfsre/mahindramahindrafinancialservicesre/MMF06
MAANALU,https://www.moneycontrol.com/india/stockpricequote/aluminium/maanaluminium/MA03
MAFSETF,https://www.moneycontrol.com/india/stockpricequote/mabfsietf/miraeassetniftyfinancialservicesetf/MAN01
MACPOWER,https://www.moneycontrol.com/india/stockpricequote/machinetools/macpowercncmachines/MCM03
LODHA,https://www.moneycontrol.com/india/stockpricequote/constructionresidentialcommercialcomplexes/macrotechdevelopers/MD03
MCL,https://www.moneycontrol.com/india/stockpricequote/madhavcopper/madhavcopper/MC07
MADHAV,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG
MADHUCON,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/madhuconprojects/MP16
MADHURFOOD,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/madhurindustries/MI54
MADSUDIND,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/madhusudanindustries/MI10
MBAPL,https://www.moneycontrol.com/india/stockpricequote/madhyabharata/madhyabharatagroproducts/MBA
MPTODAY,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/madhyapradeshtodaymedia/MPT01
MADRASFERT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/madrasfertilizers/MF15
MAESGETF,https://www.moneycontrol.com/india/stockpricequote/maesg/miraeassetnifty100esgsectorleadersetf/MAN03
MAFATLAIND,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/mafatlalindustries/MI02
MAGADSUGAR,https://www.moneycontrol.com/india/stockpricequote/sugar/magadhsugarenergy/MSE01
MAGNUM,https://www.moneycontrol.com/india/stockpricequote/paper/magnumventures/MV04
MAGOLDETF,https://www.moneycontrol.com/india/stockpricequote/magold/miraeassetgoldetf/MAGOL14286
MAGSON,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/magsonretaildistribution/MRD
MAHSCOOTER,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/maharashtrascooters/MS01
MAHSEAMLES,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02
MAHAPEXLTD,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/maharashtraapexcorporation/MAC02
MHLXMIRU,https://www.moneycontrol.com/india/stockpricequote/rubber/mahalaxmirubtech/MR02
MAHASTEEL,https://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/mahamayasteelindustries/MSI11
MGL,https://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02
MAHESHWARI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maheshwarilogistics/ML03
MAHICKRA,https://www.moneycontrol.com/india/stockpricequote/dyespigments/mahickrachemicals/MC08
MHRIL,https://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR
MAHLIFE,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD
MAHLOG,https://www.moneycontrol.com/india/stockpricequote/diversified/mahindralogistics/ML04
MAHINDUGIN,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mahindrauginesteelcompany/MUS
MAHKTECH,https://www.moneycontrol.com/india/stockpricequote/etf/miraeassethangsengtechetf/MAH
MAITHANALL,https://www.moneycontrol.com/india/stockpricequote/miningminerals/maithanalloys/MA04
MAJESAUTO,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/majesticauto/MA01
MAMFGETF,https://www.moneycontrol.com/india/stockpricequote/makeindia/miraeassetniftyindiamanufacturingetf/MAN02
MAKS,https://www.moneycontrol.com/india/stockpricequote/engineering/maksenergysolutionsindia/MES
MALLCOM,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mallcomindia/MI59
MANV30F,https://www.moneycontrol.com/india/stockpricequote/malowvol/miraeassetnifty100lowvolatility30etf/MANV314786
MALUPAPER,https://www.moneycontrol.com/india/stockpricequote/paper/malupapermills/MPM03
MALWACOTT,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/malwacottonspgmills/MCS01
MANINDS,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/manindustriesindia/MII
MANINFRA,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/maninfraconstruction/MI37
MANAKSIA,https://www.moneycontrol.com/india/stockpricequote/steelrolling/manaksia/M16
MANAKALUCO,https://www.moneycontrol.com/india/stockpricequote/aluminium/manaksiaaluminiumcompany/MAC03
MANAKCOAT,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/manaksiacoatedmetalsindustries/MCM02
MANAKSTEEL,https://www.moneycontrol.com/india/stockpricequote/steellarge/manaksiasteels/MS27
MANALIPETC,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02
MANAPPURAM,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01
MANAV,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/manavinfraprojects/MIP01
MANGLMCEM,https://www.moneycontrol.com/india/stockpricequote/cementmajor/mangalamcement/MC03
MANGALAM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mangalamdrugsorganics/MDO
MGEL,https://www.moneycontrol.com/india/stockpricequote/mangalamglobal/mangalamglobalenterprise/MGEL14874
MANORG,https://www.moneycontrol.com/india/stockpricequote/chemicals/mangalamorganics/DP06
MANGTIMBER,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mangalamtimberproducts/MTP
MWL,https://www.moneycontrol.com/india/stockpricequote/ironsteel/mangalamworldwide/MW01
MANGCHEFER,https://www.moneycontrol.com/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/MCF01
NIFTYETF,https://www.moneycontrol.com/india/stockpricequote/manifty50etf/miraeassetnifty50etf/MAN506353
MANJEERA,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/manjeeraconstructions/MC21
MANJUSHREE,https://www.moneycontrol.com/india/stockpricequote/packaging/manjushreetechnopack/MT14
MANKIND,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/mankindpharma/MP22
MANXT50,https://www.moneycontrol.com/india/stockpricequote/mann50etf/miraeassetniftynext50etf/MANXT17181
MANOMAY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/manomaytexindia/MTI05
MANORAMA,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/manoramaindustries/MI45
MANPASAND,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04
MANUGRAPH,https://www.moneycontrol.com/india/stockpricequote/engineering/manugraphindustries/MI08
MARALOVER,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maraloverseas/MO
MARATHON,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/marathonnextgenrealty/MNR
MARG,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/marg/M17
MARICO,https://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13
MAKE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maricokayaenterprises/MKE01
MARINE,https://www.moneycontrol.com/india/stockpricequote/marineelectric/marineelectricalsindia/ME21
MARKSANS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21
MARSHALL,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/marshallmachines/MM04
MARUTI,https://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24
MDL,https://www.moneycontrol.com/india/stockpricequote/diversified/marveldecorltd/MDL
MASFIN,https://www.moneycontrol.com/india/stockpricequote/financegeneral/masfinancialservices/MFS09
MASILVER,https://www.moneycontrol.com/india/stockpricequote/masilveretf/miraeassetsilveretf/MASIL16777
MASKINVEST,https://www.moneycontrol.com/india/stockpricequote/financegeneral/maskinvestments/MI60
MASPTOP50,https://www.moneycontrol.com/india/stockpricequote/etf/miraeassetsp500top50etf/MAS01
MASTEK,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mastek/M
MATRIMONY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/matrimonycom/M20
MAWANASUG,https://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugars/MS25
MFSL,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI
MAXHEALTH,https://www.moneycontrol.com/india/stockpricequote/hospitalhealthcareservices/maxhealthcareinstitutelimited/MHI
MAXINDIA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxindia/MIL16
MAXIND,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/maxindialimited/MIL19
MAXVIL,https://www.moneycontrol.com/india/stockpricequote/maxventuresan/maxventuresindustries/MVI
540401,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/maximusinternational/MI28
MAYURUNIQ,https://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU
MAZDOCK,https://www.moneycontrol.com/india/stockpricequote/shipbuilding/mazagondockshipbuilders/MDS01
MAZDA,https://www.moneycontrol.com/india/stockpricequote/engineering/mazda/M14
MBLINFRA,https://www.moneycontrol.com/india/stockpricequote/mblinfra/mblinfrastructure/MI06
MCDHOLDING,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/mcdowellholdings/MDH
MCLEODRUSS,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02
MBECL,https://www.moneycontrol.com/india/stockpricequote/engineering/mcnallybharatengineering/MBE
MCON,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/mconrasayanindia/MRI01
MCX,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE
MEDICAPS,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicaps/MC09
MMWL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/mediamatrixworldwide/MM06
MEDICAMEQ,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicamenbiotech/MB
MEDICO,https://www.moneycontrol.com/india/stockpricequote/diversified/medicoremedies/MR
MEDPLUS,https://www.moneycontrol.com/india/stockpricequote/fooddrugretailing/medplushealthservices/MHS01
MEGAFLEX,https://www.moneycontrol.com/india/stockpricequote/plasticproductsothers/megaflexplastics/MFP
MEGASOFT,https://www.moneycontrol.com/india/stockpricequote/megasoft/megasoft/M08
MEGA-RE,https://www.moneycontrol.com/india/stockpricequote/megasoftre/megasoftre/MR05
MEGASTAR,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/megastarfoods/MF13
MOL,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/meghmaniorganics/MO04
MELSTAR,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/melstarinfotech/MI34
MENONBE,https://www.moneycontrol.com/india/stockpricequote/bearings/menonbearings/MB01
